UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
SC,4205902,GASPAR,"8 6.418.833,89",-,-,"5 .231.522,42","5 .231.522,42","91.650.356,31"
SC,4206009,GOVERNADOR CELSO RAMOS,"2 6.402.310,48",-,-,"7 65.108,62","7 65.108,62","27.167.419,10"
SC,4206108,GRAO PARA,"6 .756.339,60",-,-,-,-,"6.756.339,60"
SC,4206207,GRAVATAL,"9 .500.262,43",-,"3 3.597,83","4 74.973,35","5 08.571,18","10.008.833,61"
SC,4206306,GUABIRUBA,"3 8.820.594,20",-,"8 99.794,98","2 .508.646,13","3 .408.441,11","42.229.035,31"
SC,4206405,GUARACIABA,"1 1.257.724,60",-,-,-,-,"11.257.724,60"
SC,4206504,GUARAMIRIM,"5 2.461.634,26",-,-,-,-,"52.461.634,26"
SC,4206603,GUARUJA DO SUL,"6 .992.170,65",-,-,"2 03.647,16","2 03.647,16","7.195.817,81"
SC,4206652,GUATAMBU,"9 .883.475,20",-,-,"3 46.736,56","3 46.736,56","10.230.211,76"
SC,4206702,HERVAL DOESTE,"2 1.745.498,10",-,-,"1 .404.636,39","1 .404.636,39","23.150.134,49"
SC,4206751,IBIAM,"2 .545.102,07",-,-,"8 0.636,52","8 0.636,52","2.625.738,59"
SC,4206801,IBICARE,"3 .260.379,75",-,-,"2 13.936,58","2 13.936,58","3.474.316,33"
SC,4206900,IBIRAMA,"2 2.868.339,05",-,-,-,-,"22.868.339,05"
SC,4207007,ICARA,"6 3.364.441,03",-,-,"3 .754.543,54","3 .754.543,54","67.118.984,57"
SC,4207106,ILHOTA,"2 8.701.553,38",-,"3 .178.210,39","8 30.217,60","4.008.427,99","32.709.981,37"
SC,4207205,IMARUI,"1 4.315.755,13",-,"4 .242.773,84",-,"4 .242.773,84","18.558.528,97"
SC,4207304,IMBITUBA,"3 7.371.818,24",-,-,"2 .404.196,34","2 .404.196,34","39.776.014,58"
SC,4207403,IMBUIA,"7 .410.784,94",-,-,-,-,"7.410.784,94"
SC,4207502,INDAIAL,"8 6.766.913,78",-,-,-,-,"86.766.913,78"
SC,4207577,IOMERE,"4 .783.507,26",-,-,"1 29.986,71","1 29.986,71","4.913.493,97"
SC,4207601,IPIRA,"6 .230.576,70",-,-,-,-,"6.230.576,70"
SC,4207650,IPORA DO OESTE,"8 .612.745,81",-,-,"3 14.305,86","3 14.305,86","8.927.051,67"
SC,4207684,IPUACU,"6 .068.810,97",-,-,"3 84.526,90","3 84.526,90","6.453.337,87"
SC,4207700,IPUMIRIM,"8 .873.587,83",-,-,"2 79.576,16","2 79.576,16","9.153.163,99"
SC,4207759,IRACEMINHA,"2 .895.968,81",-,-,"9 5.150,70","9 5.150,70","2.991.119,51"
SC,4207809,IRANI,"1 1.860.879,93",-,-,-,-,"11.860.879,93"
SC,4207858,IRATI,"2 .283.591,47",-,-,"7 5.927,82","7 5.927,82","2.359.519,29"
SC,4207908,IRINEOPOLIS,"1 8.632.531,29",-,"2 36.035,10",-,"2 36.035,10","18.868.566,39"
SC,4208005,ITA,"9 .593.769,14",-,-,-,-,"9.593.769,14"
SC,4208104,ITAIOPOLIS,"2 1.734.762,59",-,-,"6 97.823,04","6 97.823,04","22.432.585,63"
SC,4208203,ITAJAI,"3 26.891.249,48",-,-,-,-,"326.891.249,48"
SC,4208302,ITAPEMA,"1 12.328.093,87",-,-,-,-,"112.328.093,87"
SC,4208401,ITAPIRANGA,"2 0.294.679,94",-,-,"1 .143.887,15","1 .143.887,15","21.438.567,09"
SC,4208450,ITAPOA,"4 6.268.261,36",-,-,"3 .258.348,03","3 .258.348,03","49.526.609,39"
SC,4208500,ITUPORANGA,"2 2.193.987,86",-,"5 41.589,93",-,"5 41.589,93","22.735.577,79"
SC,4208609,JABORA,"5 .078.235,62",-,-,-,-,"5.078.235,62"
UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
SC,4208708,JACINTO MACHADO,"1 3.753.239,64",-,"2 58.951,31",-,"2 58.951,31","14.012.190,95"
SC,4208807,JAGUARUNA,"2 3.788.733,59",-,-,-,-,"23.788.733,59"
SC,4208906,JARAGUA DO SUL,"1 89.169.425,19",-,-,-,-,"189.169.425,19"
SC,4208955,JARDINOPOLIS,"1 .726.796,56",-,-,"1 23.489,21","1 23.489,21","1.850.285,77"
SC,4209003,JOACABA,"2 9.356.610,72",-,-,"9 00.520,35","9 00.520,35","30.257.131,07"
SC,4209102,JOINVILLE,"6 02.396.124,62",-,-,-,-,"602.396.124,62"
SC,4209151,JOSE BOITEUX,"8 .579.692,65",-,-,-,-,"8.579.692,65"
SC,4209177,JUPIA,"2 .163.697,54",-,-,"1 49.623,04","1 49.623,04","2.313.320,58"
SC,4209201,LACERDOPOLIS,"2 .247.375,04",-,-,"8 0.739,68","8 0.739,68","2.328.114,72"
SC,4209300,LAGES,"1 37.501.884,22",-,-,-,-,"137.501.884,22"
SC,4209409,LAGUNA,"2 1.970.220,12",-,-,-,-,"21.970.220,12"
SC,4209458,LAJEADO GRANDE,"2 .019.794,60",-,-,"6 8.570,47","6 8.570,47","2.088.365,07"
SC,4209508,LAURENTINO,"8 .144.585,02",-,-,"5 26.316,30","5 26.316,30","8.670.901,32"
SC,4209607,LAURO MULLER,"1 5.515.745,38",-,-,"5 35.364,01","5 35.364,01","16.051.109,39"
SC,4209706,LEBON REGIS,"1 4.491.705,45",-,"2 16.144,54",-,"2 16.144,54","14.707.849,99"
SC,4209805,LEOBERTO LEAL,"3 .354.482,11",-,-,-,-,"3.354.482,11"
SC,4209854,LINDOIA DO SUL,"4 .480.390,28",-,-,"1 53.915,70","1 53.915,70","4.634.305,98"
SC,4209904,LONTRAS,"1 7.366.506,70",-,"3 63.429,36","552.978,19","9 16.407,55","18.282.914,25"
SC,4210001,LUIZ ALVES,"1 5.783.408,57",-,-,"9 50.192,52","9 50.192,52","16.733.601,09"
SC,4210035,LUZERNA,"8 .037.297,44",-,-,-,-,"8.037.297,44"
SC,4210050,MACIEIRA,"2 .382.751,68",-,-,"1 53.251,70","1 53.251,70","2.536.003,38"
SC,4210100,MAFRA,"5 2.859.233,80",-,-,-,-,"52.859.233,80"
SC,4210209,MAJOR GERCINO,"2 .902.622,89",-,-,-,-,"2.902.622,89"
SC,4210308,MAJOR VIEIRA,"8 .122.219,22",-,-,-,-,"8.122.219,22"
SC,4210407,MARACAJA,"1 3.252.519,20",-,"6 31.637,63",-,"6 31.637,63","13.884.156,83"
SC,4210506,MARAVILHA,"2 8.830.634,02",-,-,"1 .927.570,28","1 .927.570,28","30.758.204,30"
SC,4210555,MAREMA,"2 .202.467,49",-,-,"6 8.570,47","6 8.570,47","2.271.037,96"
SC,4210605,MASSARANDUBA,"2 1.019.840,08",-,-,-,-,"21.019.840,08"
SC,4210704,MATOS COSTA,"2 .952.530,59",-,-,"9 9.765,63","9 9.765,63","3.052.296,22"
SC,4210803,MELEIRO,"9 .435.153,16",-,-,-,-,"9.435.153,16"
SC,4210852,MIRIM DOCE,"4 .082.807,64",-,-,-,-,"4.082.807,64"
SC,4210902,MODELO,"4 .298.421,64",-,-,"1 46.558,35","1 46.558,35","4.444.979,99"
SC,4211009,MONDAI,"1 1.386.591,12",-,-,"3 83.816,43","3 83.816,43","11.770.407,55"
SC,4211058,MONTE CARLO,"1 4.664.500,96",-,-,-,-,"14.664.500,96"
SC,4211108,MONTE CASTELO,"8 .725.967,15",-,-,-,-,"8.725.967,15"
SC,4211207,MORRO DA FUMACA,"2 4.715.326,94",-,-,-,-,"24.715.326,94"
SC,4211256,MORRO GRANDE,"3 .188.791,05",-,-,"1 70.599,83","1 70.599,83","3.359.390,88"
SC,4211306,NAVEGANTES,"1 70.234.142,38",-,-,-,-,"170.234.142,38"
SC,4211405,NOVA ERECHIM,"5 .333.872,15",-,-,"3 65.281,48","3 65.281,48","5.699.153,63"
SC,4211454,NOVA ITABERABA,"4 .518.419,72",-,-,"2 92.420,32","2 92.420,32","4.810.840,04"
SC,4211504,NOVA TRENTO,"1 5.426.236,20",-,-,"4 67.984,59","4 67.984,59","15.894.220,79"
SC,4211603,NOVA VENEZA,"1 5.651.930,59",-,-,"9 85.453,37","9 85.453,37","16.637.383,96"
SC,4211652,NOVO HORIZONTE,"2 .050.342,83",-,-,"7 2.102,00","7 2.102,00","2.122.444,83"
SC,4211702,ORLEANS,"1 7.263.738,69",-,-,"1 .022.712,14","1 .022.712,14","18.286.450,83"
SC,4211751,OTACILIO COSTA,"2 3.094.149,87",-,-,-,-,"23.094.149,87"
SC,4211801,OURO,"7 .046.135,10",-,-,-,-,"7.046.135,10"
SC,4211850,OURO VERDE,"2 .482.272,24",-,-,"9 0.348,22","9 0.348,22","2.572.620,46"
SC,4211876,PAIAL,"2 .565.099,93",-,-,-,-,"2.565.099,93"
SC,4211892,PAINEL,"1 .706.101,79",-,-,"1 05.729,17","1 05.729,17","1.811.830,96"
SC,4211900,PALHOCA,"1 77.445.386,83",-,-,-,-,"177.445.386,83"
SC,4212007,PALMA SOLA,"8 .947.089,12",-,-,-,-,"8.947.089,12"
SC,4212056,PALMEIRA,"2 .870.038,29",-,-,-,-,"2.870.038,29"
SC,4212106,PALMITOS,"1 3.421.801,83",-,-,-,-,"13.421.801,83"
SC,4212205,PAPANDUVA,"1 6.006.601,39",-,-,"5 30.906,15","5 30.906,15","16.537.507,54"
SC,4212239,PARAISO,"4 .221.297,92",-,-,"2 76.288,74","2 76.288,74","4.497.586,66"
SC,4212254,PASSO DE TORRES,"2 2.287.946,42",-,"9 23.788,19","1 .368.862,85","2 .292.651,04","24.580.597,46"
SC,4212270,PASSOS MAIA,"4 .842.141,52",-,-,"2 96.306,03","2 96.306,03","5.138.447,55"
SC,4212304,PAULO LOPES,"1 1.501.301,99",-,-,"3 84.340,91","3 84.340,91","11.885.642,90"
SC,4212403,PEDRAS GRANDES,"3 .868.071,33",-,-,"2 66.520,63","2 66.520,63","4.134.591,96"
SC,4212502,PENHA,"4 8.122.413,91",-,-,-,-,"48.122.413,91"
SC,4212601,PERITIBA,"3 .598.490,82",-,-,"1 15.151,60","1 15.151,60","3.713.642,42"
SC,4212650,PESCARIA BRAVA,"1 2.797.993,13",-,-,"3 80.392,51","3 80.392,51","13.178.385,64"
SC,4212700,PETROLANDIA,"8 .111.166,45",-,"6 55.738,18","501.277,30","1.157.015,48","9.268.181,93"
SC,4212908,PINHALZINHO,"2 3.375.270,09",-,-,-,-,"23.375.270,09"
SC,4213005,PINHEIRO PRETO,"4 .063.761,73",-,-,"2 64.915,36","2 64.915,36","4.328.677,09"
SC,4213104,PIRATUBA,"8 .620.384,07",-,-,-,-,"8.620.384,07"
SC,4213153,PLANALTO ALEGRE,"3 .462.303,65",-,-,-,-,"3.462.303,65"
SC,4213203,POMERODE,"4 5.153.241,40",-,-,-,-,"45.153.241,40"
SC,4213302,PONTE ALTA,"4 .752.970,01",-,-,-,-,"4.752.970,01"
SC,4213351,PONTE ALTA DO NORTE,"3 .858.238,58",-,-,-,-,"3.858.238,58"
SC,4213401,PONTE SERRADA,"1 2.293.646,52",-,-,-,-,"12.293.646,52"
SC,4213500,PORTO BELO,"4 1.024.294,17",-,-,-,-,"41.024.294,17"
SC,4213609,PORTO UNIAO,"2 1.497.953,25",-,-,"1 .234.386,93","1 .234.386,93","22.732.340,18"
SC,4213708,POUSO REDONDO,"1 6.986.114,80",-,-,"9 96.178,19","9 96.178,19","17.982.292,99"
SC,4213807,PRAIA GRANDE,"9 .443.116,24",-,-,-,-,"9.443.116,24"
SC,4213906,PRESIDENTE CASTELLO BRANCO,"2 .149.498,81",-,-,"1 42.137,72","1 42.137,72","2.291.636,53"
SC,4214003,PRESIDENTE GETULIO,"2 3.008.581,37",-,-,-,-,"23.008.581,37"
SC,4214102,PRESIDENTE NEREU,"2 .864.619,62",-,-,-,-,"2.864.619,62"
SC,4214151,PRINCESA,"3 .123.627,81",-,-,"1 11.243,09","1 11.243,09","3.234.870,90"
SC,4214201,QUILOMBO,"9 .830.516,83",-,-,"6 79.169,85","6 79.169,85","10.509.686,68"
SC,4214300,RANCHO QUEIMADO,"3 .463.897,60",-,-,-,-,"3.463.897,60"
SC,4214409,RIO DAS ANTAS,"1 1.209.898,62",-,-,-,-,"11.209.898,62"
SC,4214508,RIO DO CAMPO,"6 .210.216,31",-,-,"3 62.680,16","3 62.680,16","6.572.896,47"
SC,4214607,RIO DO OESTE,"7 .481.507,36",-,-,"4 84.919,77","4 84.919,77","7.966.427,13"
SC,4214805,RIO DO SUL,"6 6.340.979,49",-,-,-,-,"66.340.979,49"
SC,4214706,RIO DOS CEDROS,"1 5.620.341,16",-,-,-,-,"15.620.341,16"
SC,4214904,RIO FORTUNA,"5 .562.339,03",-,-,-,-,"5.562.339,03"
SC,4215000,RIO NEGRINHO,"5 3.734.036,56",-,-,-,-,"53.734.036,56"
SC,4215059,RIO RUFINO,"2 .843.366,02",-,-,"1 83.753,59","1 83.753,59","3.027.119,61"
SC,4215075,RIQUEZA,"4 .582.572,34",-,-,-,-,"4.582.572,34"
SC,4215109,RODEIO,"1 3.139.394,13",-,-,"4 65.278,61","4 65.278,61","13.604.672,74"
SC,4215208,ROMELANDIA,"2 .963.305,20",-,-,-,-,"2.963.305,20"
SC,4215307,SALETE,"8 .801.291,52",-,-,-,-,"8.801.291,52"
SC,4215356,SALTINHO,"3 .878.773,24",-,-,-,-,"3.878.773,24"
SC,4215406,SALTO VELOSO,"7 .526.966,21",-,-,"2 51.698,54","2 51.698,54","7.778.664,75"
SC,4215455,SANGAO,"9 .496.316,63",-,-,"2 66.673,84","2 66.673,84","9.762.990,47"
SC,4215505,SANTA CECILIA,"1 7.485.963,44",-,-,"5 30.350,44","5 30.350,44","18.016.313,88"
SC,4215554,SANTA HELENA,"2 .392.235,00",-,-,"1 60.977,53","1 60.977,53","2.553.212,53"
SC,4215604,SANTA ROSA DE LIMA,"3 .184.349,25",-,-,-,-,"3.184.349,25"
SC,4215653,SANTA ROSA DO SUL,"1 3.257.236,88",-,"3 0.242,17","8 89.928,03","9 20.170,20","14.177.407,08"
SC,4215679,SANTA TEREZINHA,"8 .338.762,29",-,"7 .805,10",-,"7 .805,10","8.346.567,39"
SC,4215687,SANTA TEREZINHA DO PROGRESSO,"2 .468.837,53",-,-,-,-,"2.468.837,53"
SC,4215695,SANTIAGO DO SUL,"1 .772.593,03",-,-,"6 1.507,42","6 1.507,42","1.834.100,45"
SC,4215703,SANTO AMARO DA IMPERATRIZ,"3 3.464.395,26",-,-,-,-,"33.464.395,26"
SC,4215802,SAO BENTO DO SUL,"9 7.931.186,03",-,-,-,-,"97.931.186,03"
SC,4215752,SAO BERNARDINO,"3 .171.333,63",-,-,"2 19.226,44","2 19.226,44","3.390.560,07"
SC,4215901,SAO BONIFACIO,"1 .760.875,16",-,-,-,-,"1.760.875,16"
SC,4216008,SAO CARLOS,"9 .116.045,11",-,-,-,-,"9.116.045,11"
SC,4216057,SAO CRISTOVAO DO SUL,"5 .931.216,61",-,-,"1 84.349,41","1 84.349,41","6.115.566,02"
UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
SC,4216107,SAO DOMINGOS,"7 .772.594,64",-,-,-,-,"7.772.594,64"
SC,4216206,SAO FRANCISCO DO SUL,"6 2.771.499,20",-,-,-,-,"62.771.499,20"
SC,4216305,SAO JOAO BATISTA,"3 8.250.372,61",-,-,-,-,"38.250.372,61"
SC,4216354,SAO JOAO DO ITAPERIU,"6 .498.474,74",-,-,"3 93.543,46","3 93.543,46","6.892.018,20"
SC,4216255,SAO JOAO DO OESTE,"6 .076.475,63",-,-,"2 01.297,01","2 01.297,01","6.277.772,64"
SC,4216404,SAO JOAO DO SUL,"1 4.303.921,16",-,"2 .582.159,60","8 08.490,81","3.390.650,41","17.694.571,57"
SC,4216503,SAO JOAQUIM,"2 4.880.287,06",-,-,"1 .373.863,17","1 .373.863,17","26.254.150,23"
SC,4216602,SAO JOSE,"2 10.044.980,34",-,-,-,-,"210.044.980,34"
SC,4216701,SAO JOSE DO CEDRO,"1 6.205.308,96",-,-,-,-,"16.205.308,96"
SC,4216800,SAO JOSE DO CERRITO,"5 .951.173,67",-,-,"3 81.799,11","3 81.799,11","6.332.972,78"
SC,4216909,SAO LOURENCO DO OESTE,"3 6.473.014,28",-,-,-,-,"36.473.014,28"
SC,4217006,SAO LUDGERO,"1 6.455.144,59",-,-,-,-,"16.455.144,59"
SC,4217105,SAO MARTINHO,"3 .244.767,95",-,-,"2 35.551,97","2 35.551,97","3.480.319,92"
SC,4217154,SAO MIGUEL DA BOA VISTA,"2 .068.543,22",-,-,"1 26.081,82","1 26.081,82","2.194.625,04"
SC,4217204,SAO MIGUEL DO OESTE,"4 2.483.829,92",-,-,-,-,"42.483.829,92"
SC,4217253,SAO PEDRO DE ALCANTARA,"5 .485.214,54",-,-,-,-,"5.485.214,54"
SC,4217303,SAUDADES,"1 1.193.775,53",-,-,"3 56.812,35","3 56.812,35","11.550.587,88"
SC,4217402,SCHROEDER,"2 4.917.193,84",-,-,-,-,"24.917.193,84"
SC,4217501,SEARA,"1 8.400.151,32",-,-,-,-,"18.400.151,32"
SC,4217550,SERRA ALTA,"3 .580.391,54",-,-,-,-,"3.580.391,54"
SC,4217600,SIDEROPOLIS,"1 3.193.512,83",-,-,-,-,"13.193.512,83"
SC,4217709,SOMBRIO,"3 8.621.120,44",-,-,-,-,"38.621.120,44"
SC,4217758,SUL BRASIL,"3 .035.517,26",-,-,-,-,"3.035.517,26"
SC,4217808,TAIO,"2 3.774.281,57",-,-,-,-,"23.774.281,57"
SC,4217907,TANGARA,"9 .845.184,14",-,-,"5 53.873,51","5 53.873,51","10.399.057,65"
SC,4217956,TIGRINHOS,"3 .099.972,11",-,-,"9 8.588,45","9 8.588,45","3.198.560,56"
SC,4218004,TIJUCAS,"5 8.280.988,72",-,-,-,-,"58.280.988,72"
SC,4218103,TIMBE DO SUL,"5 .116.598,91",-,-,"3 35.084,07","3 35.084,07","5.451.682,98"
SC,4218202,TIMBO,"4 1.434.183,40",-,-,-,-,"41.434.183,40"
SC,4218251,TIMBO GRANDE,"1 1.966.686,60",-,"3 27.989,32","719.262,23","1.047.251,55","13.013.938,15"
SC,4218301,TRES BARRAS,"2 9.109.379,69",-,-,"1 .784.844,41","1 .784.844,41","30.894.224,10"
SC,4218350,TREVISO,"3 .316.996,18",-,-,"1 10.948,79","1 10.948,79","3.427.944,97"
SC,4218400,TREZE DE MAIO,"8 .423.657,28",-,-,"5 19.502,06","5 19.502,06","8.943.159,34"
SC,4218509,TREZE TILIAS,"1 4.157.162,25",-,-,-,-,"14.157.162,25"
SC,4218608,TROMBUDO CENTRAL,"8 .509.317,27",-,-,-,-,"8.509.317,27"
SC,4218707,TUBARAO,"6 6.240.602,50",-,-,"3 .584.296,95","3 .584.296,95","69.824.899,45"
SC,4218756,TUNAPOLIS,"4 .095.012,45",-,-,"2 96.405,69","2 96.405,69","4.391.418,14"
SC,4218806,TURVO,"1 2.050.580,95",-,-,-,-,"12.050.580,95"
SC,4218855,UNIAO DO OESTE,"2 .956.415,54",-,-,"9 6.234,10","9 6.234,10","3.052.649,64"
SC,4218905,URUBICI,"1 3.118.655,80",-,-,"7 83.340,12","7 83.340,12","13.901.995,92"
SC,4218954,URUPEMA,"2 .277.607,50",-,-,"6 8.276,18","6 8.276,18","2.345.883,68"
SC,4219002,URUSSANGA,"1 6.160.676,65",-,-,-,-,"16.160.676,65"
SC,4219101,VARGEAO,"4 .952.625,69",-,-,-,-,"4.952.625,69"
SC,4219150,VARGEM,"2 .770.272,01",-,-,"8 9.465,34","8 9.465,34","2.859.737,35"
SC,4219176,VARGEM BONITA,"3 .886.973,90",-,-,-,-,"3.886.973,90"
SC,4219200,VIDAL RAMOS,"6 .402.601,57",-,-,-,-,"6.402.601,57"
SC,4219309,VIDEIRA,"6 5.853.496,17",-,-,"3 .596.157,10","3 .596.157,10","69.449.653,27"
SC,4219358,VITOR MEIRELES,"5 .700.048,51",-,-,"3 72.163,71","3 72.163,71","6.072.212,22"
SC,4219408,WITMARSUM,"4 .965.712,39",-,"6 0.569,04","1 51.561,34","2 12.130,38","5.177.842,77"
SC,4219507,XANXERE,"3 5.880.136,54",-,-,"2 .466.351,37","2 .466.351,37","38.346.487,91"
SC,4219606,XAVANTINA,"2 .482.855,10",-,-,-,-,"2.482.855,10"
SC,4219705,XAXIM,"4 4.129.660,71",-,-,-,-,"44.129.660,71"
SC,4219853,ZORTEA,"7 .508.280,50",-,-,-,-,"7.508.280,50"
SC,42,GOVERNO DO ESTADO,"4 .689.720.988,48",-,-,-,-,"4.689.720.988,48"
SE,2800100,AMPARO DE SAO FRANCISCO,"6 .135.960,34",-,"9 41.710,66",-,"9 41.710,66","7.077.671,00"
SE,2800209,AQUIDABA,"3 3.689.350,53",-,"4 .537.284,64",-,"4 .537.284,64","38.226.635,17"
SE,2800308,ARACAJU,"2 68.373.701,61",-,-,"1 7.203.773,40","1 7.203.773,40","285.577.475,01"
SE,2800407,ARAUA,"1 9.960.351,66",-,"4 .525.914,51","1.014.512,01","5 .540.426,52","25.500.778,18"
SE,2800506,AREIA BRANCA,"3 1.200.587,85",-,"1 .611.214,31",-,"1 .611.214,31","32.811.802,16"
SE,2800605,BARRA DOS COQUEIROS,"3 7.065.434,22",-,-,"2 .146.265,66","2 .146.265,66","39.211.699,88"
SE,2800670,BOQUIM,"2 9.077.764,86",-,"1 .570.574,77","7 65.038,27","2.335.613,04","31.413.377,90"
SE,2800704,BREJO GRANDE,"1 7.518.321,58",-,"3 .076.772,08","6 63.697,63","3.740.469,71","21.258.791,29"
SE,2801009,CAMPO DO BRITO,"1 8.694.418,45",-,"2 .629.344,59","9 44.150,57","3.573.495,16","22.267.913,61"
SE,2801108,CANHOBA,"9 .916.208,07",-,"3 .167.861,17","4 57.699,56","3.625.560,73","13.541.768,80"
SE,2801207,CANINDE DE SAO FRANCISCO,"5 7.323.481,73",-,"4 .490.263,43","3.033.377,48","7 .523.640,91","64.847.122,64"
SE,2801306,CAPELA,"6 3.663.922,17",-,"1 8.957.393,39","2 .941.107,44","21.898.500,83","85.562.423,00"
SE,2801405,CARIRA,"3 6.574.447,34",-,"8 .658.096,00","1.620.661,59","10.278.757,59","46.853.204,93"
SE,2801504,CARMOPOLIS,"1 8.662.617,14",-,-,"1 .056.512,99","1 .056.512,99","19.719.130,13"
SE,2801603,CEDRO DE SAO JOAO,"8 .435.631,04",-,"2 05.730,92","394.373,82","6 00.104,74","9.035.735,78"
SE,2801702,CRISTINAPOLIS,"3 3.225.712,32",-,"3 .811.748,09","7 71.921,96","4.583.670,05","37.809.382,37"
SE,2801900,CUMBE,"3 .543.259,05",-,-,"1 74.187,96","1 74.187,96","3.717.447,01"
SE,2802007,DIVINA PASTORA,"1 0.358.680,21",-,-,"2 21.623,46","2 21.623,46","10.580.303,67"
SE,2802106,ESTANCIA,"7 3.496.179,92",-,-,-,-,"73.496.179,92"
SE,2802205,FEIRA NOVA,"6 .574.394,80",-,-,"3 35.557,43","3 35.557,43","6.909.952,23"
SE,2802304,FREI PAULO,"2 1.128.849,65",-,"4 .450.056,75","8 65.342,90","5.315.399,65","26.444.249,30"
SE,2802403,GARARU,"1 8.854.353,53",-,"6 .933.930,93",-,"6 .933.930,93","25.788.284,46"
SE,2802502,GENERAL MAYNARD,"4 .326.873,59",-,-,"1 10.871,79","1 10.871,79","4.437.745,38"
SE,2802601,GRACHO CARDOSO,"6 .448.867,75",-,-,-,-,"6.448.867,75"
SE,2802700,ILHA DAS FLORES,"2 6.551.490,46",-,"9 .818.777,08","1.220.020,87","11.038.797,95","37.590.288,41"
SE,2802809,INDIAROBA,"2 9.861.967,17",-,"7 41.829,00","1 .559.662,74","2 .301.491,74","32.163.458,91"
SE,2802908,ITABAIANA,"8 9.353.867,93",-,"4 .260.679,17",-,"4 .260.679,17","93.614.547,10"
SE,2803005,ITABAIANINHA,"6 5.635.399,74",-,"8 .641.149,14",-,"8 .641.149,14","74.276.548,88"
SE,2803104,ITABI,"5 .657.717,18",-,-,"1 20.614,92","1 20.614,92","5.778.332,10"
SE,2803203,ITAPORANGA DAJUDA,"5 8.065.779,07",-,"1 1.362.178,80","2 .637.088,80","13.999.267,60","72.065.046,67"
SE,2803302,JAPARATUBA,"3 2.691.799,38",-,"7 .222.280,96",-,"7 .222.280,96","39.914.080,34"
SE,2803401,JAPOATA,"2 3.862.923,01",-,"1 11.912,04","1 .363.414,91","1 .475.326,95","25.338.249,96"
SE,2803500,LAGARTO,"1 14.659.008,63",-,"9 .255.426,13",-,"9 .255.426,13","123.914.434,76"
SE,2803609,LARANJEIRAS,"7 0.052.275,54",-,"3 7.271.200,94","3 .035.660,18","40.306.861,12","110.359.136,66"
SE,2803708,MACAMBIRA,"1 0.498.973,00",-,"1 .845.098,85",-,"1 .845.098,85","12.344.071,85"
SE,2803807,MALHADA DOS BOIS,"8 .250.394,96",-,"3 89.147,37","433.600,16","8 22.747,53","9.073.142,49"
SE,2803906,MALHADOR,"1 8.289.548,17",-,"3 .657.992,59","4 98.126,82","4.156.119,41","22.445.667,58"
SE,2804003,MARUIM,"2 1.759.927,58",-,-,-,-,"21.759.927,58"
SE,2804102,MOITA BONITA,"1 7.058.042,65",-,"4 .189.087,50",-,"4 .189.087,50","21.247.130,15"
SE,2804201,MONTE ALEGRE DE SERGIPE,"2 2.706.021,24",-,"6 .454.822,52","9 27.457,91","7.382.280,43","30.088.301,67"
SE,2804300,MURIBECA,"1 0.517.667,97",-,-,"2 84.641,18","2 84.641,18","10.802.309,15"
SE,2804409,NEOPOLIS,"2 0.286.050,21",-,"1 .509.913,73","1.063.270,02","2 .573.183,75","22.859.233,96"
SE,2804458,NOSSA SENHORA APARECIDA,"9 .414.814,06",-,"6 51.996,11","286.711,10","9 38.707,21","10.353.521,27"
SE,2804508,NOSSA SENHORA DA GLORIA,"6 3.044.081,88",-,"1 4.975.196,66","2 .872.420,01","17.847.616,67","80.891.698,55"
SE,2804607,NOSSA SENHORA DAS DORES,"3 8.748.234,66",-,"7 .017.388,55","8 61.362,67","7.878.751,22","46.626.985,88"
SE,2804706,NOSSA SENHORA DE LOURDES,"7 .632.048,61",-,"1 .023.488,90","1 87.347,96","1.210.836,86","8.842.885,47"
SE,2804805,NOSSA SENHORA DO SOCORRO,"1 43.216.243,55",-,"3 .856.442,85",-,"3 .856.442,85","147.072.686,40"
SE,2804904,PACATUBA,"2 4.136.525,18",-,"7 .217,23","1 .250.880,02","1 .258.097,25","25.394.622,43"
SE,2805000,PEDRA MOLE,"6 .114.283,17",-,"1 .031.363,95","1 45.241,96","1.176.605,91","7.290.889,08"
SE,2805109,PEDRINHAS,"1 7.122.185,77",-,"3 .265.766,81",-,"3 .265.766,81","20.387.952,58"
SE,2805208,PINHAO,"8 .107.403,75",-,"2 7.507,24","4 32.871,67","4 60.378,91","8.567.782,66"
SE,2805307,PIRAMBU,"1 4.811.808,05",-,-,-,-,"14.811.808,05"
SE,2805406,POCO REDONDO,"4 8.415.314,48",-,"5 .943.386,75",-,"5 .943.386,75","54.358.701,23"
SE,2805505,POCO VERDE,"2 2.371.228,75",-,"2 .263.790,10","5 06.275,38","2.770.065,48","25.141.294,23"
SE,2805604,PORTO DA FOLHA,"3 4.431.556,73",-,"4 20.876,74",-,"4 20.876,74","34.852.433,47"
