IBGE_6,IBGE_7,Município_Join,latitude,longitude,valor_vaar_2025,populacao,iqem_indice,Motivo,recebeu_valor,valor_estimado
353310,3533106.0,NOVA GUATAPORANGA,-21.3224267538889,-51.64555503943826,0.0,21560.0,7.33e-05,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020",False,0.0
353320,3533205.0,NOVA INDEPENDÊNCIA,-21.135334307468984,-51.50516763092688,0.0,0.0,0.0,,False,0.0
353325,3533254.0,NOVAIS,-20.98856729145338,-48.91803278090743,0.0,44120.0,0.0001355,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353330,3533304.0,NOVA LUZITÂNIA,-20.86866965646657,-50.249256007986574,90642.51,0.0,0.0,,True,0.0
353340,3533403.0,NOVA ODESSA,-22.78413124879324,-47.28515204615263,0.0,620190.0,0.0015015,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353350,3533502.0,NOVO HORIZONTE,-21.46922925167246,-49.283832559433925,0.0,383240.0,0.001025,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
353360,3533601.0,NUPORANGA,-20.704707905043986,-47.72906929421976,0.0,73910.0,0.0001973,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353370,3533700.0,OCAUÇU,-22.4380960902599,-49.93793032631565,0.0,0.0,0.0,,False,0.0
353380,3533809.0,ÓLEO,-22.953670271205823,-49.38306915552185,74750.65,0.0,0.0,,True,0.0
353390,3533908.0,OLÍMPIA,-20.70527819762836,-48.9595765861632,0.0,0.0,0.0,,False,0.0
350030,3500303.0,AGUAÍ,-22.049938973287503,-47.04032731757769,0.0,0.0,0.0,,False,0.0
353410,3534104.0,ORIENTE,-22.14209583298872,-50.09381880080326,0.0,60850.0,0.0001549,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
353420,3534203.0,ORINDIÚVA,-20.201577223326296,-49.35552455553141,610252.19,0.0,0.0,,True,0.0
353430,3534302.0,ORLÂNDIA,-20.69791128505317,-47.905834230294445,0.0,0.0,0.0,,False,0.0
353440,3534401.0,OSASCO,-23.5286739191607,-46.78922119583734,0.0,7286150.0,0.0170467,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
353450,3534500.0,OSCAR BRESSANE,-22.29533367540894,-50.25729060974541,0.0,24700.0,7.24e-05,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353460,3534609.0,OSVALDO CRUZ,-21.73262969037224,-50.87387213157818,0.0,312720.0,0.0006779,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353470,3534708.0,OURINHOS,-22.952696666059133,-49.85244436442093,0.0,1039700.0,0.00246,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353475,3534757.0,OUROESTE,-19.922396526735223,-50.401976204251866,0.0,102940.0,0.0002737,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
350060,3500600.0,ÁGUAS DE SÃO PEDRO,-22.59874227648319,-47.87591442307121,0.0,0.0,0.0,,False,0.0
353490,3534906.0,PACAEMBU,-21.49549920115601,-51.274164384351394,0.0,148770.0,0.000317,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
350070,3500709.0,AGUDOS,-22.571928008381704,-49.1087231367571,0.0,376800.0,0.0009134,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
350075,3500758.0,ALAMBARI,-23.54895225701608,-47.86911194551932,0.0,61410.0,0.0001508,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
350080,3500808.0,ALFREDO MARCONDES,-21.93496842934411,-51.395636176705445,0.0,44450.0,3.57e-05,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020",False,0.0
350100,3501004.0,ALTINÓPOLIS,-21.018060371690908,-47.38615688592323,557677.21,0.0,0.0,,True,0.0
353540,3535408.0,PANORAMA,-21.463291946652,-51.85806404904628,0.0,149640.0,0.0004714,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353550,3535507.0,PARAGUAÇU PAULISTA,-22.459024065420515,-50.626569322209065,0.0,0.0,0.0,,False,0.0
353560,3535606.0,PARAIBUNA,-23.47839820781424,-45.64187688560191,0.0,176670.0,0.0004684,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020",False,0.0
353570,3535705.0,PARAÍSO,-21.01965644284133,-48.76457955605093,0.0,0.0,0.0,,False,0.0
353580,3535804.0,PARANAPANEMA,-23.43852183288085,-48.79518791905623,0.0,193950.0,0.0004948,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.,False,0.0
353590,3535903.0,PARANAPUÃ,-20.06373157739834,-50.593930059509766,0.0,0.0,0.0,,False,0.0
353600,3536000.0,PARAPUÃ,-21.853003160295337,-50.82175720035425,0.0,0.0,0.0,,False,0.0
353610,3536109.0,PARDINHO,-23.102138002814204,-48.40181769681829,0.0,71530.0,0.0001951,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353620,3536208.0,PARIQUERA-AÇU,-24.67830762209486,-47.85006021740456,512071.34,0.0,0.0,,True,0.0
350110,3501103.0,ALTO ALEGRE,-21.61258817883015,-50.19211288982462,0.0,38410.0,0.0001093,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
353630,3536307.0,PATROCÍNIO PAULISTA,-20.70417053710746,-47.28942302731178,0.0,0.0,0.0,,False,0.0
353640,3536406.0,PAULICÉIA,-21.19836586531549,-51.79074119298263,0.0,0.0,0.0,,False,0.0
353650,3536505.0,PAULÍNIA,-22.74841653184846,-47.14507897665051,0.0,0.0,0.0,,False,0.0
353657,3536570.0,PAULISTÂNIA,-22.56836865476105,-49.30552517402288,0.0,0.0,0.0,,False,0.0
353660,3536604.0,PAULO DE FARIA,-20.066609363444947,-49.46337450257371,0.0,74000.0,0.0001868,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353670,3536703.0,PEDERNEIRAS,-22.301311165541485,-48.86109194216553,0.0,448270.0,0.0011091,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353680,3536802.0,PEDRA BELA,-22.77580338118289,-46.441789167060925,0.0,65570.0,0.0001623,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
353690,3536901.0,PEDRANÓPOLIS,-20.210159620647463,-50.10695754758984,0.0,0.0,0.0,,False,0.0
350115,3501152.0,ALUMÍNIO,-23.533031444006863,-47.281221363660144,0.0,0.0,0.0,,False,0.0
353710,3537107.0,PEDREIRA,-22.75473905377795,-46.88846839528141,0.0,431120.0,0.0012865,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
350120,3501202.0,ÁLVARES FLORENCE,-20.28948209853376,-49.92023074646027,0.0,0.0,0.0,,False,0.0
353720,3537206.0,PEDRO DE TOLEDO,-24.163707951229163,-47.16349760502478,0.0,112810.0,0.0002967,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353730,3537305.0,PENÁPOLIS,-21.40539973813939,-50.09571778001925,3234842.01,0.0,0.0,,True,0.0
350130,3501301.0,ÁLVARES MACHADO,-22.131322323781475,-51.51474511587436,1072906.37,0.0,0.0,,True,0.0
353750,3537503.0,PEREIRAS,-23.12045305661356,-47.97886827681257,0.0,87370.0,0.0002312,"Não cumprimento do disposto no art. 14, § 1º, III e V da Lei nº 14113/2020",False,0.0
353760,3537602.0,PERUÍBE,-24.279361607412344,-47.01295081606948,0.0,0.0,0.0,,False,0.0
353770,3537701.0,PIACATU,-21.57140318310629,-50.64350995606645,0.0,55190.0,0.0001429,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
353780,3537800.0,PIEDADE,-23.78694045310226,-47.43811159683531,0.0,529700.0,0.0014488,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353790,3537909.0,PILAR DO SUL,-23.856415758677517,-47.7281022049909,0.0,276190.0,0.0007405,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353800,3538006.0,PINDAMONHANGABA,-22.87999951735153,-45.45924410691983,0.0,1654280.0,0.0043304,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353810,3538105.0,PINDORAMA,-21.20973190662867,-48.91158943650312,0.0,145420.0,0.0003504,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353820,3538204.0,PINHALZINHO,-22.778803309935803,-46.57340933990805,0.0,152240.0,0.0004058,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
353830,3538303.0,PIQUEROBI,-21.852614915783672,-51.73155080160561,0.0,32640.0,9.69e-05,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
350140,3501400.0,ÁLVARO DE CARVALHO,-22.086627046985377,-49.73395277911478,0.0,0.0,0.0,,False,0.0
353860,3538600.0,PIRACAIA,-23.04690729306139,-46.302348891325664,0.0,260290.0,0.0006814,"Não cumprimento do disposto no art. 14, § 1º, I, II e III da Lei nº 14113/2020",False,0.0
353870,3538709.0,PIRACICABA,-22.726438279906464,-47.78399285347395,0.0,4233230.0,0.009623,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353880,3538808.0,PIRAJU,-23.18688466205102,-49.366138874436736,0.0,294360.0,0.0008153,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.,False,0.0
353890,3538907.0,PIRAJUÍ,-21.95755992755937,-49.41355607109536,537086.32,0.0,0.0,,True,0.0
350150,3501509.0,ALVINLÂNDIA,-22.45257485570034,-49.75860250429558,227603.75,0.0,0.0,,True,0.0
350160,3501608.0,AMERICANA,-22.72335232783772,-47.28910643340683,0.0,2372400.0,0.0045766,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
350170,3501707.0,AMÉRICO BRASILIENSE,-21.72219598862144,-48.03218760452506,0.0,0.0,0.0,,False,0.0
353930,3539301.0,PIRASSUNUNGA,-21.9959623968824,-47.389993525025545,0.0,735450.0,0.0016042,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353940,3539400.0,PIRATININGA,-22.42493627508356,-49.1917715879782,0.0,151080.0,0.000337,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353950,3539509.0,PITANGUEIRAS,-21.00614461273936,-48.24945679517105,0.0,336740.0,0.0009296,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.,False,0.0
353960,3539608.0,PLANALTO,-21.00122200363137,-49.935944717177655,0.0,43890.0,0.0001215,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
355730,3557303.0,ESTIVA GERBI,-22.236012492207163,-46.94315231505268,0.0,112950.0,0.0002296,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
353980,3539806.0,POÁ,-23.530471594383528,-46.346737422710056,0.0,0.0,0.0,,False,0.0
353990,3539905.0,POLONI,-20.75239478196438,-49.81993360710118,0.0,55920.0,4.46e-05,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
354000,3540002.0,POMPÉIA,-22.029107386607688,-50.187728246763925,1136703.24,0.0,0.0,,True,0.0
354010,3540101.0,PONGAÍ,-21.730203266343167,-49.35895128818649,0.0,0.0,0.0,,False,0.0
354020,3540200.0,PONTAL,-20.98454146566367,-48.06445206798548,0.0,376070.0,0.0009795,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354025,3540259.0,PONTALINDA,-20.45068818101213,-50.52507398058772,0.0,41270.0,0.0001106,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
350190,3501905.0,AMPARO,-22.69912338182061,-46.79870670073157,0.0,680080.0,0.0014728,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354040,3540408.0,POPULINA,-19.90733579795068,-50.51735158281855,0.0,41270.0,0.0001004,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
354050,3540507.0,PORANGABA,-23.173861059953392,-48.11736196130767,0.0,104510.0,0.0002463,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354060,3540606.0,PORTO FELIZ,-23.23034180575249,-47.51688832671403,0.0,564970.0,0.001417,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354070,3540705.0,PORTO FERREIRA,-21.842603510340957,-47.44725747291351,0.0,526490.0,0.0012162,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020",False,0.0
354075,3540754.0,POTIM,-22.82516985374454,-45.30342178237103,0.0,203920.0,0.0004749,"Não cumprimento do disposto no art. 14, § 1º, I, II e III da Lei nº 14113/2020",False,0.0
354080,3540804.0,POTIRENDABA,-21.07549277409744,-49.39171007131392,0.0,184960.0,0.0004303,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354085,3540853.0,PRACINHA,-21.83764496363168,-51.07529674186899,0.0,25780.0,6.88e-05,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
354090,3540903.0,PRADÓPOLIS,-21.344368418936305,-48.086054409998816,804893.75,0.0,0.0,,True,0.0
354100,3541000.0,PRAIA GRANDE,-24.01581134143028,-46.52267266868019,0.0,3499350.0,0.0082846,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354105,3541059.0,PRATÂNIA,-22.81853598063756,-48.69684435953328,0.0,0.0,0.0,,False,0.0
354110,3541109.0,PRESIDENTE ALVES,-22.12219963121142,-49.43184604785717,0.0,38040.0,3.01e-05,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
354120,3541208.0,PRESIDENTE BERNARDES,-22.107278970315956,-51.620278458973566,0.0,144900.0,0.0003237,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
354130,3541307.0,PRESIDENTE EPITÁCIO,-21.91059073482823,-52.17482354137227,902950.88,0.0,0.0,,True,0.0
354140,3541406.0,PRESIDENTE PRUDENTE,-21.99322053383726,-51.34313792241189,0.0,2256680.0,0.0052903,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354150,3541505.0,PRESIDENTE VENCESLAU,-21.7930159349006,-51.838369304092254,0.0,352010.0,0.0008715,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354160,3541604.0,PROMISSÃO,-21.524609411256787,-49.87046044015414,0.0,0.0,0.0,,False,0.0
354165,3541653.0,QUADRA,-23.30099318484549,-48.03858546424223,0.0,34050.0,9.96e-05,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354170,3541703.0,QUATÁ,-22.205884434339545,-50.64529119940677,0.0,0.0,0.0,,False,0.0
354180,3541802.0,QUEIROZ,-21.80057229087581,-50.24524929830501,0.0,32650.0,8.1e-05,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020",False,0.0
354190,3541901.0,QUELUZ,-22.50432520154953,-44.78531332899804,0.0,91590.0,0.0002529,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020",False,0.0
354200,3542008.0,QUINTANA,-22.10017711391501,-50.36928201731531,0.0,70380.0,0.0002211,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354210,3542107.0,RAFARD,-23.04517620392807,-47.58371553410559,0.0,89650.0,0.0002768,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354220,3542206.0,RANCHARIA,-22.28274526489253,-50.92828749721671,0.0,285880.0,0.0008222,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
354230,3542305.0,REDENÇÃO DA SERRA,-23.25371568317529,-45.52619594483609,0.0,0.0,0.0,,False,0.0
354240,3542404.0,REGENTE FEIJÓ,-22.25256403524668,-51.29406180336727,0.0,0.0,0.0,,False,0.0
354250,3542503.0,REGINÓPOLIS,-21.883281009151627,-49.18048712921063,0.0,0.0,0.0,,False,0.0
354260,3542602.0,REGISTRO,-24.504013046043102,-47.82073883650191,0.0,599470.0,0.0015739,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354270,3542701.0,RESTINGA,-20.648200729629934,-47.50596777840159,0.0,64040.0,0.0001946,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020",False,0.0
350200,3502002.0,ANALÂNDIA,-22.12106139635037,-47.67795295119697,0.0,0.0,0.0,,False,0.0
354290,3542909.0,RIBEIRÃO BONITO,-22.060100211450287,-48.185343153708985,0.0,0.0,0.0,,False,0.0
354300,3543006.0,RIBEIRÃO BRANCO,-24.256125970475125,-48.77809279592752,0.0,0.0,0.0,,False,0.0
354310,3543105.0,RIBEIRÃO CORRENTE,-20.44896012574531,-47.57327183335208,546495.48,0.0,0.0,,True,0.0
354320,3543204.0,RIBEIRÃO DO SUL,-22.75161722645251,-49.92256323860822,0.0,0.0,0.0,,False,0.0
354323,3543238.0,RIBEIRÃO DOS ÍNDIOS,-21.78424337152529,-51.58334977154256,49147.08,0.0,0.0,,True,0.0
354325,3543253.0,RIBEIRÃO GRANDE,-24.188656731832385,-48.35875870422279,0.0,0.0,0.0,,False,0.0
354330,3543303.0,RIBEIRÃO PIRES,-23.70104975518406,-46.40279371192234,0.0,0.0,0.0,,False,0.0
354340,3543402.0,RIBEIRÃO PRETO,-21.210833969479864,-47.82130713823064,0.0,0.0,0.0,,False,0.0
354350,3543501.0,RIVERSUL,-23.84685906755289,-49.44782064301334,0.0,55990.0,0.0001553,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
350210,3502101.0,ANDRADINA,-20.835619516576777,-51.32976997754563,0.0,597830.0,0.0015363,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354370,3543709.0,RINCÃO,-21.59388193436597,-48.03211439029834,275098.38,0.0,0.0,,True,0.0
354380,3543808.0,RINÓPOLIS,-21.681147647915672,-50.7174785275898,0.0,0.0,0.0,,False,0.0
354390,3543907.0,RIO CLARO,-22.373875781414384,-47.57994576312594,0.0,2014180.0,0.0046823,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354400,3544004.0,RIO DAS PEDRAS,-22.850359270949543,-47.59847154011055,0.0,313280.0,0.000764,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354410,3544103.0,RIO GRANDE DA SERRA,-23.737843153239822,-46.37949062793872,0.0,441700.0,0.0007529,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
354420,3544202.0,RIOLÂNDIA,-20.02352171613109,-49.70914307560897,0.0,0.0,0.0,,False,0.0
350220,3502200.0,ANGATUBA,-23.436867798278328,-48.45929546965908,0.0,240220.0,0.0006282,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
354430,3544301.0,ROSEIRA,-22.93298638733968,-45.30245231178223,0.0,108320.0,0.0003194,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020",False,0.0
354440,3544400.0,RUBIÁCEA,-21.36086090048588,-50.78583836847594,115103.79,0.0,0.0,,True,0.0
354450,3544509.0,RUBINÉIA,-20.249824009181225,-51.01837354169551,0.0,0.0,0.0,,False,0.0
354460,3544608.0,SABINO,-21.470952493026992,-49.575571222681,0.0,51120.0,0.000131,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.,False,0.0
354470,3544707.0,SAGRES,-21.867844309646337,-50.99035914698166,0.0,24740.0,8.09e-05,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020",False,0.0
354480,3544806.0,SALES,-21.3472858055394,-49.50276816511053,0.0,64370.0,0.0001737,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020",False,0.0
350230,3502309.0,ANHEMBI,-22.800010509850896,-48.17466074918937,0.0,56740.0,0.000163,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354500,3545001.0,SALESÓPOLIS,-23.58021132206844,-45.842602276179406,1028928.41,0.0,0.0,,True,0.0
354510,3545100.0,SALMOURÃO,-21.587985184333444,-50.8762435367791,0.0,0.0,0.0,,False,0.0
350250,3502507.0,APARECIDA,-22.914123014597354,-45.2372088275656,0.0,325690.0,0.0008515,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020",False,0.0
354520,3545209.0,SALTO,-23.18045691021072,-47.302653402778006,0.0,1343190.0,0.0029338,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354530,3545308.0,SALTO DE PIRAPORA,-23.652793433133493,-47.58070156112736,0.0,437480.0,0.0011346,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354540,3545407.0,SALTO GRANDE,-22.870827034632317,-49.960864322174,0.0,90500.0,0.0002247,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
354550,3545506.0,SANDOVALINA,-22.477857853264528,-51.8421711490136,0.0,36450.0,0.0001247,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
354560,3545605.0,SANTA ADÉLIA,-21.31778630650761,-48.819031742990944,0.0,0.0,0.0,,False,0.0
354570,3545704.0,SANTA ALBERTINA,-20.01417311159959,-50.72766741752743,0.0,63930.0,0.00016,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
354580,3545803.0,SANTA BÁRBARA D'OESTE,-22.800614638029337,-47.428047924444144,0.0,0.0,0.0,,False,0.0
354600,3546009.0,SANTA BRANCA,-23.42645358953565,-45.86332712055788,0.0,139750.0,0.0003289,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020",False,0.0
354610,3546108.0,SANTA CLARA D'OESTE,-20.066885095318074,-50.9084005819151,0.0,25980.0,8e-05,,False,0.0
354620,3546207.0,SANTA CRUZ DA CONCEIÇÃO,-22.12136539416764,-47.48557719393175,0.0,0.0,0.0,,False,0.0
354625,3546256.0,SANTA CRUZ DA ESPERANÇA,-21.274849446154708,-47.43964426941603,119189.02,0.0,0.0,,True,0.0
354630,3546306.0,SANTA CRUZ DAS PALMEIRAS,-21.85555418700852,-47.250128371049314,0.0,288640.0,0.0006599,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
354640,3546405.0,SANTA CRUZ DO RIO PARDO,-22.80932979396461,-49.56901644528395,0.0,464420.0,0.0010807,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354650,3546504.0,SANTA ERNESTINA,-21.452603819273783,-48.36672381373713,0.0,61180.0,0.0001779,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
354660,3546603.0,SANTA FÉ DO SUL,-20.241919148166293,-50.95013954220448,0.0,0.0,0.0,,False,0.0
354670,3546702.0,SANTA GERTRUDES,-22.47510029838297,-47.52126095928176,0.0,236110.0,0.0006144,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
354680,3546801.0,SANTA ISABEL,-23.288928203187243,-46.24229273936016,0.0,531740.0,0.0013863,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020",False,0.0
354690,3546900.0,SANTA LÚCIA,-21.67071232943793,-48.05744362356716,234257.93,0.0,0.0,,True,0.0
354700,3547007.0,SANTA MARIA DA SERRA,-22.564423478025056,-48.15421696344823,0.0,52430.0,0.000186,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
350260,3502606.0,APARECIDA D'OESTE,-20.478863920002357,-50.922072297943295,0.0,40860.0,0.0001152,,False,0.0
354720,3547205.0,SANTANA DA PONTE PENSA,-20.260782322084605,-50.79711903891812,0.0,16700.0,1.33e-05,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
354730,3547304.0,SANTANA DE PARNAÍBA,-23.449417313721668,-46.916811370394456,14885740.9,0.0,0.0,,True,0.0
354740,3547403.0,SANTA RITA D'OESTE,-20.097130260970737,-50.81271453315479,0.0,27330.0,5.99e-05,,False,0.0
354750,3547502.0,SANTA RITA DO PASSA QUATRO,-21.68248608514236,-47.50801050207258,0.0,248330.0,0.0005513,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.,False,0.0
354760,3547601.0,SANTA ROSA DE VITERBO,-21.5037999170822,-47.36627583878258,0.0,234110.0,0.0005722,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020",False,0.0
350270,3502705.0,APIAÍ,-24.421441963482483,-48.81734518202903,1313469.07,0.0,0.0,,True,0.0
354770,3547700.0,SANTO ANASTÁCIO,-22.03761999056353,-51.72248214032588,0.0,0.0,0.0,,False,0.0
354780,3547809.0,SANTO ANDRÉ,-23.727917203667648,-46.44160172756969,0.0,0.0,0.0,,False,0.0
354790,3547908.0,SANTO ANTÔNIO DA ALEGRIA,-21.09241396123899,-47.19580707512086,0.0,0.0,0.0,,False,0.0
354800,3548005.0,SANTO ANTÔNIO DE POSSE,-22.603281212383237,-46.94988876555223,0.0,0.0,0.0,,False,0.0
354805,3548054.0,SANTO ANTÔNIO DO ARACANGUÁ,-20.87296035837374,-50.55432084079083,0.0,0.0,0.0,,False,0.0
354810,3548104.0,SANTO ANTÔNIO DO JARDIM,-22.130395889843445,-46.68330380381931,0.0,0.0,0.0,,False,0.0
354820,3548203.0,SANTO ANTÔNIO DO PINHAL,-22.831788992665683,-45.69799604321356,0.0,0.0,0.0,,False,0.0
354830,3548302.0,SANTO EXPEDITO,-21.82480860094877,-51.37018969603308,0.0,30000.0,8.73e-05,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020",False,0.0
354840,3548401.0,SANTÓPOLIS DO AGUAPEÍ,-21.66018582398045,-50.51799376887799,0.0,0.0,0.0,,False,0.0
350275,3502754.0,ARAÇARIGUAMA,-23.434442629263863,-47.07238040872208,0.0,0.0,0.0,,False,0.0
354860,3548609.0,SÃO BENTO DO SAPUCAÍ,-22.68150245245245,-45.68680399405195,522772.52,0.0,0.0,,True,0.0
354870,3548708.0,SÃO BERNARDO DO CAMPO,-23.812949449764933,-46.55086085420541,0.0,0.0,0.0,,False,0.0
354880,3548807.0,SÃO CAETANO DO SUL,-23.626190056082656,-46.566126872701545,0.0,0.0,0.0,,False,0.0
354890,3548906.0,SÃO CARLOS,-21.91896474811212,-47.86718864912853,0.0,0.0,0.0,,False,0.0
354900,3549003.0,SÃO FRANCISCO,-20.365755357864945,-50.67586150468151,0.0,0.0,0.0,,False,0.0
354910,3549102.0,SÃO JOÃO DA BOA VISTA,-21.97797021895747,-46.80211481571368,0.0,0.0,0.0,,False,0.0
