CODIGO;MUNICIPIO;VA 2024;VA 2023;População;Receita Tributária;Área Cultivada;Área Inundada;Ind. Protegida;Vegetação Nativa;Resíduos Sólidos;Cota Parte Educação;IPM;
661;SERRA AZUL;244.817.199;211.888.722;12746;3760817;18135,40;0,0000000;0,000000;0,0000000;0,0010180;0,0003199;0,0195789;
662;SERRA NEGRA;508.503.666;479.499.571;29894;48466611;13538,40;0,0000000;0,034073;0,0002465;0,0016510;0,0002421;0,0317211;
663;SERRANA;1.319.100.185;633.874.691;43909;21761769;7527,30;0,0000000;0,000000;0,0000000;0,0000000;0,0011570;0,0564433;
664;SERTAOZINHO;7.667.360.616;6.552.479.275;126887;168140019;30240,50;0,0000000;0,076853;0,0000000;0,0030020;0,0034464;0,3291273;
665;SETE BARRAS;231.424.563;205.986.769;12730;2996556;14533,90;0,0000000;2,504193;0,0273853;0,0013310;0,0003369;0,0713344;
666;SEVERINIA;338.517.964;243.937.260;14576;4621256;11310,00;0,0000000;0,000000;0,0000000;0,0012470;0,0003887;0,0217250;
667;SILVEIRAS;46.306.060;30.237.638;6186;2347651;24851,10;0,0000000;0,416975;0,0055137;0,0000000;0,0001704;0,0207559;
668;SOCORRO;822.148.195;779.485.505;40122;41461829;37444,60;0,0000000;0,095709;0,0007159;0,0016290;0,0008885;0,0556967;
669;SOROCABA;38.152.240.409;36.209.240.427;723682;1227687643;15595,50;0,0000000;0,000000;0,0000000;0,0179230;0,0166906;1,6876468;
670;SUD MENNUCCI;360.053.522;373.065.325;7355;4099579;42369,10;0,0143170;0,000000;0,0000000;0,0012290;0,0001669;0,0343396;
671;SUMARE;12.899.556.054;13.797.899.672;279545;286836615;4045,00;0,0000000;0,000000;0,0000000;0,0025540;0,0061578;0,6021972;
762;SUZANAPOLIS;492.449.094;465.155.494;3408;2587252;27249,80;0,0055918;0,000000;0,0000000;0,0012290;0,0000949;0,0305334;
672;SUZANO;16.096.149.400;15.564.982.595;307429;295748746;4634,60;0,0020166;0,015917;0,0029520;0,0030910;0,0069942;0,7100731;
673;TABAPUA;414.615.094;361.031.668;11323;5575872;28326,80;0,0000000;0,000000;0,0000000;0,0013450;0,0003633;0,0279871;
674;TABATINGA;460.638.174;501.126.287;14769;4455254;28944,10;0,0000000;0,000000;0,0000000;0,0013450;0,0003612;0,0317396;
675;TABOAO DA SERRA;7.238.843.663;7.291.529.711;273542;253935375;3,38;0,0000000;0,000000;0,0000000;0,0028450;0,0066043;0,3750833;
676;TACIBA;1.076.680.275;1.118.263.646;6260;2278321;54653,04;0,0036871;0,000000;0,0000000;0,0012560;0,0001773;0,0586754;
677;TAGUAI;266.810.909;281.978.358;12669;4459724;14646,60;0,0000839;0,193822;0,0007814;0,0012510;0,0003806;0,0243193;
678;TAIACU;124.929.809;122.180.378;5677;2453888;9212,50;0,0000000;0,000000;0,0000000;0,0012380;0,0001227;0,0116774;
679;TAIUVA;198.526.878;200.870.509;6548;3449930;11719,80;0,0000000;0,000000;0,0000000;0,0012650;0,0001556;0,0154412;
680;TAMBAU;820.612.612;742.871.561;21435;17054571;41613,50;0,0000000;0,000000;0,0000000;0,0011410;0,0005954;0,0485397;
681;TANABI;1.512.685.836;1.344.741.337;25265;14565822;66368,58;0,0000000;0,000000;0,0000000;0,0000000;0,0007028;0,0777705;
682;TAPIRAI;198.599.779;199.904.002;7996;3826991;4102,10;0,0007655;0,567077;0,0307062;0,0012870;0,0002450;0,0519494;
683;TAPIRATIBA;392.167.113;334.129.805;11816;3732595;15207,60;0,0000000;0,000000;0,0000000;0,0013000;0,0003123;0,0241485;
785;TAQUARAL;90.449.955;91.193.211;2619;1900541;4927,90;0,0000000;0,000000;0,0000000;0,0009380;0,0000498;0,0085938;
684;TAQUARITINGA;1.589.100.767;1.606.353.374;52260;45441347;49549,50;0,0000000;0,000000;0,0000000;0,0011850;0,0012954;0,0911451;
685;TAQUARITUBA;1.233.662.498;997.079.785;24350;15725638;55501,20;0,0022468;0,070758;0,0004899;0,0011050;0,0005680;0,0654585;
763;TAQUARIVAI;549.377.552;501.516.639;6876;2653726;29507,42;0,0000000;0,000000;0,0000000;0,0009820;0,0001978;0,0310367;
686;TARABAI;133.794.410;117.077.223;6536;4479292;18882,22;0,0000000;0,000000;0,0000000;0,0013140;0,0001779;0,0141827;
731;TARUMA;1.375.794.405;1.273.178.959;14882;13511936;33129,50;0,0000000;0,000000;0,0000000;0,0000000;0,0004722;0,0651135;
687;TATUI;5.069.729.077;4.543.028.772;123942;122814728;34962,00;0,0000000;0,000000;0,0000000;0,0030710;0,0030930;0,2366946;
688;TAUBATE;16.285.919.581;12.362.859.380;310739;365722366;33064,00;0,0000000;0,000000;0,0000000;0,0028750;0,0070216;0,6555148;
689;TEJUPA;210.951.574;135.635.456;4127;1124003;24620,70;0,0032958;0,097541;0,0008145;0,0012250;0,0001145;0,0193632;
690;TEODORO SAMPAIO;552.404.947;502.542.928;22173;9799446;89005,10;0,0124479;2,433622;0,0000000;0,0008850;0,0005786;0,0770794;
691;TERRA ROXA;338.613.333;269.983.988;7904;2260052;18689,30;0,0000000;0,000000;0,0000000;0,0011110;0,0001866;0,0208018;
692;TIETE;2.298.418.641;2.111.561.823;37663;37193605;28475,10;0,0000000;0,410477;0,0026150;0,0015410;0,0009666;0,1124848;
693;TIMBURI;74.870.353;65.458.575;2464;726394;13371,60;0,0045388;0,259229;0,0025700;0,0013310;0,0000725;0,0170781;
773;TORRE DE PEDRA;16.721.168;13.062.881;2046;608371;5047,30;0,0000000;0,100598;0,0010734;0,0013450;0,0000645;0,0081099;
694;TORRINHA;444.314.841;374.820.540;9335;6436845;25979,70;0,0000000;0,207634;0,0014579;0,0012200;0,0000742;0,0286340;
794;TRABIJU;64.536.963;49.830.987;1682;535436;4764,60;0,0000000;0,000000;0,0000000;0,0009730;0,0000436;0,0071314;
695;TREMEMBE;613.218.768;549.825.416;51173;59750491;9903,60;0,0000000;0,009074;0,0000000;0,0013170;0,0011532;0,0452171;
696;TRES FRONTEIRAS;75.843.273;72.137.518;6804;3955079;14241,73;0,0012270;0,000000;0,0000000;0,0012560;0,0001836;0,0120899;
764;TUIUTI;54.437.474;46.957.548;6778;1983475;9418,80;0,0000000;0,231137;0,0011365;0,0013000;0,0001739;0,0130356;
697;TUPA;1.788.494.267;1.889.005.870;63928;63566282;51739,10;0,0000000;0,000000;0,0000000;0,0000000;0,0013782;0,1023518;
698;TUPI PAULISTA;254.047.595;250.154.268;15854;8569129;21879,60;0,0000000;0,000000;0,0000000;0,0012870;0,0004537;0,0231099;
699;TURIUBA;86.067.743;101.142.540;1818;635223;12875,20;0,0003867;0,000000;0,0000000;0,0012910;0,0000458;0,0103062;
700;TURMALINA;115.759.184;106.278.973;1669;455383;13146,70;0,0000000;0,000000;0,0000000;0,0012070;0,0000415;0,0106946;
765;UBARANA;575.575.478;439.953.403;5365;3107612;17839,50;0,0040209;0,000086;0,0000000;0,0013530;0,0001691;0,0301384;
701;UBATUBA;1.216.821.293;1.111.048.789;92981;179101216;807,00;0,0000000;3,960129;0,0000000;0,0015850;0,0023508;0,1258815;
702;UBIRAJARA;282.247.971;266.537.615;5132;1333804;24087,50;0,0000000;0,000000;0,0000000;0,0012470;0,0001595;0,0202415;
703;UCHOA;394.305.772;212.106.004;10394;6983080;22814,20;0,0000000;0,000000;0,0000000;0,0013530;0,0002884;0,0229708;
704;UNIAO PAULISTA;58.607.518;71.208.489;1603;1031230;6778,60;0,0000000;0,000000;0,0000000;0,0010560;0,0000127;0,0075086;
705;URANIA;247.047.491;251.906.035;8833;3205722;20684,72;0,0000000;0,000000;0,0000000;0,0012380;0,0000702;0,0179991;
706;URU;83.830.585;80.747.949;1387;2069587;11649,37;0,0024858;0,126026;0,0002457;0,0013450;0,0000497;0,0123306;
707;URUPES;566.848.017;587.761.858;13744;7928216;30235,80;0,0000737;0,000000;0,0000000;0,0010490;0,0003067;0,0349867;
709;VALENTIM GENTIL;483.855.963;381.645.427;14098;7195512;12180,20;0,0000000;0,000000;0,0000000;0,0013090;0,0004115;0,0275807;
708;VALINHOS;8.638.314.350;8.285.441.742;126373;276542585;1950,30;0,0000000;0,012371;0,0000000;0,0028160;0,0027703;0,3725867;
710;VALPARAISO;2.320.849.252;1.039.108.124;24241;16426479;69878,30;0,0009990;0,000000;0,0000000;0,0012910;0,0006651;0,0878685;
766;VARGEM;116.791.266;113.656.860;10512;4619251;6941,40;0,0022998;0,242519;0,0020690;0,0000000;0,0002266;0,0174602;
711;VARGEM GRANDE DO SUL;899.241.177;928.944.827;40133;35330881;26116,70;0,0000000;0,000000;0,0000000;0,0016010;0,0009923;0,0572270;
720;VARGEM GRANDE PAULISTA;2.654.551.376;2.622.649.275;50415;75500688;329,30;0,0000000;0,134046;0,0003055;0,0014050;0,0013557;0,1255896;
712;VARZEA PAULISTA;3.520.878.190;3.303.777.669;115771;66124707;357,60;0,0000000;0,000000;0,0000000;0,0030420;0,0028051;0,1722256;
713;VERA CRUZ;325.583.389;233.627.712;10176;6343546;20044,00;0,0000000;0,000000;0,0000000;0,0013310;0,0002469;0,0211577;
714;VINHEDO;14.169.100.911;13.500.770.741;76540;175689290;1754,40;0,0000000;0,000000;0,0000000;0,0016510;0,0019398;0,5578410;
715;VIRADOURO;455.375.667;439.257.213;17414;10187758;19357,10;0,0000000;0,000000;0,0000000;0,0013220;0,0003946;0,0295328;
716;VISTA ALEGRE DO ALTO;950.813.038;848.858.150;8109;4497011;7776,40;0,0000000;0,000000;0,0000000;0,0013140;0,0002049;0,0417452;
783;VITORIA BRASIL;31.192.557;39.275.499;1794;298944;4474,75;0,0000000;0,000000;0,0000000;0,0010890;0,0000630;0,0065355;
717;VOTORANTIM;3.367.755.894;3.075.754.091;127923;154749868;4725,60;0,0015497;0,066635;0,0006457;0,0025710;0,0031739;0,1763836;
718;VOTUPORANGA;2.715.767.267;2.503.185.900;96634;97811161;32034,40;0,0000000;0,000000;0,0000000;0,0016950;0,0023078;0,1419355;
774;ZACARIAS;244.584.203;252.042.515;2692;4057077;21336,10;0,0120548;0,000000;0,0000000;0,0000000;0,0000784;0,0233314;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
