IBGE_6,IBGE_7,Município_Join,latitude,longitude
353340,3533403.0,NOVA ODESSA,-22.784131248793237,-47.285152046152625
353350,3533502.0,NOVO HORIZONTE,-21.46922925167246,-49.283832559433925
353360,3533601.0,NUPORANGA,-20.704707905043986,-47.72906929421976
353370,3533700.0,OCAUÇU,-22.4380960902599,-49.93793032631565
353380,3533809.0,ÓLEO,-22.953670271205823,-49.38306915552185
353390,3533908.0,OLÍMPIA,-20.705278197628356,-48.959576586163195
353400,3534005.0,ONDA VERDE,-20.617376480944085,-49.24367774895811
353410,3534104.0,ORIENTE,-22.14209583298872,-50.09381880080326
353420,3534203.0,ORINDIÚVA,-20.201577223326296,-49.35552455553141
353430,3534302.0,ORLÂNDIA,-20.69791128505317,-47.905834230294445
353440,3534401.0,OSASCO,-23.5286739191607,-46.78922119583734
353450,3534500.0,OSCAR BRESSANE,-22.29533367540894,-50.25729060974541
353460,3534609.0,OSVALDO CRUZ,-21.732629690372242,-50.87387213157818
353470,3534708.0,OURINHOS,-22.952696666059133,-49.85244436442093
353475,3534757.0,OUROESTE,-19.922396526735223,-50.401976204251866
353480,3534807.0,OURO VERDE,-21.510393387605582,-51.7379299717372
353490,3534906.0,PACAEMBU,-21.495499201156015,-51.274164384351394
353500,3535002.0,PALESTINA,-20.321169764912195,-49.49761721933299
353510,3535101.0,PALMARES PAULISTA,-21.10456849674039,-48.826655695662794
353520,3535200.0,PALMEIRA D'OESTE,-20.438841121188933,-50.74875333228266
353530,3535309.0,PALMITAL,-22.828761933635324,-50.22085751629902
353540,3535408.0,PANORAMA,-21.463291946651996,-51.85806404904628
353550,3535507.0,PARAGUAÇU PAULISTA,-22.459024065420515,-50.626569322209065
353560,3535606.0,PARAIBUNA,-23.478398207814237,-45.64187688560191
353570,3535705.0,PARAÍSO,-21.019656442841335,-48.76457955605093
353580,3535804.0,PARANAPANEMA,-23.438521832880852,-48.79518791905623
353590,3535903.0,PARANAPUÃ,-20.06373157739834,-50.593930059509766
353600,3536000.0,PARAPUÃ,-21.853003160295337,-50.82175720035425
353610,3536109.0,PARDINHO,-23.102138002814204,-48.401817696818284
353620,3536208.0,PARIQUERA-AÇU,-24.67830762209486,-47.85006021740456
353625,3536257.0,PARISI,-20.27162213408672,-50.03737619852039
353630,3536307.0,PATROCÍNIO PAULISTA,-20.70417053710746,-47.28942302731178
353640,3536406.0,PAULICÉIA,-21.19836586531549,-51.79074119298263
353650,3536505.0,PAULÍNIA,-22.74841653184846,-47.14507897665051
353657,3536570.0,PAULISTÂNIA,-22.568368654761052,-49.30552517402288
353660,3536604.0,PAULO DE FARIA,-20.066609363444947,-49.46337450257371
353670,3536703.0,PEDERNEIRAS,-22.301311165541485,-48.86109194216553
353680,3536802.0,PEDRA BELA,-22.775803381182886,-46.441789167060925
353690,3536901.0,PEDRANÓPOLIS,-20.210159620647463,-50.106957547589836
353700,3537008.0,PEDREGULHO,-20.205558163402674,-47.4390642535346
353710,3537107.0,PEDREIRA,-22.75473905377795,-46.88846839528141
353715,3537156.0,PEDRINHAS PAULISTA,-22.816864504934653,-50.80244212893774
353720,3537206.0,PEDRO DE TOLEDO,-24.163707951229163,-47.16349760502478
353730,3537305.0,PENÁPOLIS,-21.40539973813939,-50.09571778001925
353740,3537404.0,PEREIRA BARRETO,-20.67774661307015,-51.10647070344915
353750,3537503.0,PEREIRAS,-23.12045305661356,-47.97886827681257
353760,3537602.0,PERUÍBE,-24.279361607412344,-47.01295081606948
353770,3537701.0,PIACATU,-21.57140318310629,-50.64350995606645
353780,3537800.0,PIEDADE,-23.78694045310226,-47.43811159683531
353790,3537909.0,PILAR DO SUL,-23.856415758677514,-47.728102204990904
353800,3538006.0,PINDAMONHANGABA,-22.87999951735153,-45.459244106919826
353810,3538105.0,PINDORAMA,-21.20973190662867,-48.91158943650312
353820,3538204.0,PINHALZINHO,-22.778803309935803,-46.57340933990805
353830,3538303.0,PIQUEROBI,-21.852614915783672,-51.73155080160561
353850,3538501.0,PIQUETE,-22.590330147206256,-45.17389869775996
353860,3538600.0,PIRACAIA,-23.04690729306139,-46.302348891325664
353870,3538709.0,PIRACICABA,-22.726438279906464,-47.78399285347395
353880,3538808.0,PIRAJU,-23.18688466205102,-49.366138874436736
353890,3538907.0,PIRAJUÍ,-21.95755992755937,-49.413556071095364
353900,3539004.0,PIRANGI,-21.09389716600705,-48.66934216035779
353910,3539103.0,PIRAPORA DO BOM JESUS,-23.378238352031772,-46.98489892631781
353920,3539202.0,PIRAPOZINHO,-22.479308416933474,-51.6198936611709
353930,3539301.0,PIRASSUNUNGA,-21.995962396882398,-47.389993525025545
353940,3539400.0,PIRATININGA,-22.424936275083557,-49.191771587978195
353950,3539509.0,PITANGUEIRAS,-21.00614461273936,-48.24945679517105
353960,3539608.0,PLANALTO,-21.001222003631366,-49.935944717177655
353970,3539707.0,PLATINA,-22.62529036464582,-50.2127349942307
353980,3539806.0,POÁ,-23.530471594383528,-46.346737422710056
353990,3539905.0,POLONI,-20.75239478196438,-49.81993360710118
354000,3540002.0,POMPÉIA,-22.029107386607688,-50.187728246763925
354010,3540101.0,PONGAÍ,-21.730203266343167,-49.35895128818649
354020,3540200.0,PONTAL,-20.98454146566367,-48.06445206798548
354025,3540259.0,PONTALINDA,-20.450688181012126,-50.52507398058772
354030,3540309.0,PONTES GESTAL,-20.174867870622965,-49.75729473739779
354040,3540408.0,POPULINA,-19.907335797950676,-50.51735158281855
354050,3540507.0,PORANGABA,-23.173861059953392,-48.117361961307665
354060,3540606.0,PORTO FELIZ,-23.23034180575249,-47.51688832671403
354070,3540705.0,PORTO FERREIRA,-21.842603510340954,-47.44725747291351
354075,3540754.0,POTIM,-22.82516985374454,-45.303421782371025
354080,3540804.0,POTIRENDABA,-21.07549277409744,-49.391710071313916
354085,3540853.0,PRACINHA,-21.83764496363168,-51.07529674186899
354090,3540903.0,PRADÓPOLIS,-21.344368418936302,-48.086054409998816
354100,3541000.0,PRAIA GRANDE,-24.01581134143028,-46.52267266868019
354105,3541059.0,PRATÂNIA,-22.81853598063756,-48.69684435953328
354110,3541109.0,PRESIDENTE ALVES,-22.12219963121142,-49.431846047857164
354120,3541208.0,PRESIDENTE BERNARDES,-22.107278970315953,-51.620278458973566
354130,3541307.0,PRESIDENTE EPITÁCIO,-21.91059073482823,-52.17482354137227
354140,3541406.0,PRESIDENTE PRUDENTE,-21.99322053383726,-51.343137922411884
354150,3541505.0,PRESIDENTE VENCESLAU,-21.793015934900602,-51.838369304092254
354160,3541604.0,PROMISSÃO,-21.524609411256787,-49.87046044015414
354165,3541653.0,QUADRA,-23.300993184845492,-48.038585464242225
354170,3541703.0,QUATÁ,-22.205884434339545,-50.64529119940677
354180,3541802.0,QUEIROZ,-21.80057229087581,-50.24524929830501
354190,3541901.0,QUELUZ,-22.504325201549534,-44.78531332899804
354200,3542008.0,QUINTANA,-22.100177113915006,-50.36928201731531
354210,3542107.0,RAFARD,-23.04517620392807,-47.58371553410559
354220,3542206.0,RANCHARIA,-22.282745264892526,-50.92828749721671
354230,3542305.0,REDENÇÃO DA SERRA,-23.253715683175294,-45.52619594483609
354240,3542404.0,REGENTE FEIJÓ,-22.25256403524668,-51.29406180336727
354250,3542503.0,REGINÓPOLIS,-21.883281009151627,-49.180487129210626
354260,3542602.0,REGISTRO,-24.504013046043106,-47.82073883650191
354270,3542701.0,RESTINGA,-20.648200729629938,-47.50596777840159
354280,3542800.0,RIBEIRA,-24.60735290526391,-49.03659582554909
354290,3542909.0,RIBEIRÃO BONITO,-22.060100211450287,-48.185343153708985
354300,3543006.0,RIBEIRÃO BRANCO,-24.256125970475125,-48.77809279592752
354310,3543105.0,RIBEIRÃO CORRENTE,-20.44896012574531,-47.573271833352074
354320,3543204.0,RIBEIRÃO DO SUL,-22.75161722645251,-49.92256323860822
354323,3543238.0,RIBEIRÃO DOS ÍNDIOS,-21.784243371525292,-51.58334977154256
354325,3543253.0,RIBEIRÃO GRANDE,-24.188656731832385,-48.35875870422279
354330,3543303.0,RIBEIRÃO PIRES,-23.70104975518406,-46.40279371192234
354340,3543402.0,RIBEIRÃO PRETO,-21.210833969479864,-47.821307138230644
354350,3543501.0,RIVERSUL,-23.846859067552895,-49.44782064301334
354360,3543600.0,RIFAINA,-20.060852954330514,-47.44086436366156
354370,3543709.0,RINCÃO,-21.593881934365974,-48.03211439029834
354380,3543808.0,RINÓPOLIS,-21.681147647915672,-50.7174785275898
354390,3543907.0,RIO CLARO,-22.373875781414384,-47.57994576312594
354400,3544004.0,RIO DAS PEDRAS,-22.850359270949546,-47.598471540110545
354410,3544103.0,RIO GRANDE DA SERRA,-23.737843153239826,-46.37949062793872
354420,3544202.0,RIOLÂNDIA,-20.02352171613109,-49.70914307560897
354425,3544251.0,ROSANA,-22.4891594665676,-52.83697610459327
354430,3544301.0,ROSEIRA,-22.932986387339678,-45.302452311782226
354440,3544400.0,RUBIÁCEA,-21.36086090048588,-50.78583836847594
354450,3544509.0,RUBINÉIA,-20.249824009181225,-51.01837354169551
354460,3544608.0,SABINO,-21.470952493026992,-49.575571222681
354470,3544707.0,SAGRES,-21.867844309646337,-50.99035914698166
354480,3544806.0,SALES,-21.347285805539396,-49.502768165110524
354490,3544905.0,SALES OLIVEIRA,-20.831443319159103,-47.85459341955018
354500,3545001.0,SALESÓPOLIS,-23.58021132206844,-45.842602276179406
354510,3545100.0,SALMOURÃO,-21.587985184333444,-50.8762435367791
354515,3545159.0,SALTINHO,-22.871167967580455,-47.73174821273649
354520,3545209.0,SALTO,-23.180456910210722,-47.302653402778006
354530,3545308.0,SALTO DE PIRAPORA,-23.652793433133493,-47.58070156112736
354540,3545407.0,SALTO GRANDE,-22.870827034632313,-49.960864322174004
354550,3545506.0,SANDOVALINA,-22.477857853264528,-51.842171149013595
354560,3545605.0,SANTA ADÉLIA,-21.317786306507614,-48.819031742990944
354570,3545704.0,SANTA ALBERTINA,-20.01417311159959,-50.72766741752743
354580,3545803.0,SANTA BÁRBARA D'OESTE,-22.800614638029337,-47.428047924444144
354600,3546009.0,SANTA BRANCA,-23.426453589535654,-45.86332712055788
354610,3546108.0,SANTA CLARA D'OESTE,-20.066885095318074,-50.9084005819151
354620,3546207.0,SANTA CRUZ DA CONCEIÇÃO,-22.121365394167636,-47.48557719393175
354625,3546256.0,SANTA CRUZ DA ESPERANÇA,-21.274849446154708,-47.43964426941603
354630,3546306.0,SANTA CRUZ DAS PALMEIRAS,-21.85555418700852,-47.250128371049314
354640,3546405.0,SANTA CRUZ DO RIO PARDO,-22.809329793964615,-49.56901644528395
354650,3546504.0,SANTA ERNESTINA,-21.452603819273786,-48.36672381373713
354660,3546603.0,SANTA FÉ DO SUL,-20.241919148166293,-50.950139542204475
354670,3546702.0,SANTA GERTRUDES,-22.47510029838297,-47.52126095928176
354680,3546801.0,SANTA ISABEL,-23.288928203187243,-46.24229273936016
354690,3546900.0,SANTA LÚCIA,-21.670712329437926,-48.05744362356716
354700,3547007.0,SANTA MARIA DA SERRA,-22.564423478025056,-48.15421696344823
354710,3547106.0,SANTA MERCEDES,-21.316731520882033,-51.73712609697455
354720,3547205.0,SANTANA DA PONTE PENSA,-20.260782322084605,-50.79711903891812
354730,3547304.0,SANTANA DE PARNAÍBA,-23.449417313721668,-46.916811370394456
354740,3547403.0,SANTA RITA D'OESTE,-20.097130260970737,-50.81271453315479
354750,3547502.0,SANTA RITA DO PASSA QUATRO,-21.68248608514236,-47.50801050207258
354760,3547601.0,SANTA ROSA DE VITERBO,-21.503799917082198,-47.36627583878258
354765,3547650.0,SANTA SALETE,-20.2586355987812,-50.72003520438491
354770,3547700.0,SANTO ANASTÁCIO,-22.03761999056353,-51.72248214032588
354780,3547809.0,SANTO ANDRÉ,-23.727917203667648,-46.44160172756969
354790,3547908.0,SANTO ANTÔNIO DA ALEGRIA,-21.09241396123899,-47.19580707512086
354800,3548005.0,SANTO ANTÔNIO DE POSSE,-22.603281212383234,-46.94988876555223
354805,3548054.0,SANTO ANTÔNIO DO ARACANGUÁ,-20.87296035837374,-50.55432084079083
354810,3548104.0,SANTO ANTÔNIO DO JARDIM,-22.130395889843445,-46.68330380381931
354820,3548203.0,SANTO ANTÔNIO DO PINHAL,-22.831788992665683,-45.69799604321356
354830,3548302.0,SANTO EXPEDITO,-21.824808600948774,-51.37018969603308
354840,3548401.0,SANTÓPOLIS DO AGUAPEÍ,-21.660185823980452,-50.51799376887799
354850,3548500.0,SANTOS,-23.869023749455458,-46.29160073533575
354860,3548609.0,SÃO BENTO DO SAPUCAÍ,-22.681502452452452,-45.68680399405195
354870,3548708.0,SÃO BERNARDO DO CAMPO,-23.812949449764933,-46.55086085420541
354880,3548807.0,SÃO CAETANO DO SUL,-23.626190056082656,-46.566126872701545
354890,3548906.0,SÃO CARLOS,-21.91896474811212,-47.86718864912853
354900,3549003.0,SÃO FRANCISCO,-20.365755357864945,-50.67586150468151
354910,3549102.0,SÃO JOÃO DA BOA VISTA,-21.97797021895747,-46.80211481571368
354920,3549201.0,SÃO JOÃO DAS DUAS PONTES,-20.408353654199455,-50.38339667311504
354925,3549250.0,SÃO JOÃO DE IRACEMA,-20.520754745316882,-50.35627240613884
354930,3549300.0,SÃO JOÃO DO PAU D'ALHO,-21.223460611219313,-51.67307340994274
354940,3549409.0,SÃO JOAQUIM DA BARRA,-20.55055551227768,-47.938585432304556
354950,3549508.0,SÃO JOSÉ DA BELA VISTA,-20.587495677248985,-47.627182774864835
354960,3549607.0,SÃO JOSÉ DO BARREIRO,-22.74882516187004,-44.58721873487392
354970,3549706.0,SÃO JOSÉ DO RIO PARDO,-21.603686950950046,-46.87946526020012
354980,3549805.0,SÃO JOSÉ DO RIO PRETO,-20.797309237247077,-49.358085679087466
354990,3549904.0,SÃO JOSÉ DOS CAMPOS,-23.090621890339918,-45.92854620985591
354995,3549953.0,SÃO LOURENÇO DA SERRA,-23.852426413860016,-46.936344473580654
355000,3550001.0,SÃO LUIZ DO PARAITINGA,-23.24013097428131,-45.25379351183591
355010,3550100.0,SÃO MANUEL,-22.682249503216443,-48.54047038441094
355020,3550209.0,SÃO MIGUEL ARCANJO,-23.91396058143733,-47.993395327841114
355030,3550308.0,SÃO PAULO,-23.650037755933212,-46.64813247544322
355040,3550407.0,SÃO PEDRO,-22.558096120941705,-47.924663998802025
355050,3550506.0,SÃO PEDRO DO TURVO,-22.67898332551856,-49.77226440831992
355060,3550605.0,SÃO ROQUE,-23.54900134921069,-47.10957202970403
355070,3550704.0,SÃO SEBASTIÃO,-23.754375900085986,-45.606762460805484
355080,3550803.0,SÃO SEBASTIÃO DA GRAMA,-21.753975905713478,-46.7530980604237
355090,3550902.0,SÃO SIMÃO,-21.461442688863567,-47.56838121268898
355100,3551009.0,SÃO VICENTE,-23.959163544065802,-46.48802584801181
355110,3551108.0,SARAPUÍ,-23.66434950716638,-47.78575818602532
355120,3551207.0,SARUTAIÁ,-23.2576293981773,-49.48169697928224
355130,3551306.0,SEBASTIANÓPOLIS DO SUL,-20.629233040033366,-49.91581813344848
355140,3551405.0,SERRA AZUL,-21.315998124401396,-47.54972304616018
355150,3551504.0,SERRANA,-21.21690249995419,-47.61245976794839
355160,3551603.0,SERRA NEGRA,-22.58906090583168,-46.687321672792045
355170,3551702.0,SERTÃOZINHO,-21.122931758967034,-48.00893543370208
355180,3551801.0,SETE BARRAS,-24.273961249921552,-47.9341471636881
355190,3551900.0,SEVERÍNIA,-20.79316966069003,-48.79357066870088
355200,3552007.0,SILVEIRAS,-22.734668942958734,-44.84094192444903
355210,3552106.0,SOCORRO,-22.611195723434125,-46.52439772782565
355220,3552205.0,SOROCABA,-23.46451768864602,-47.44675266535388
355230,3552304.0,SUD MENNUCCI,-20.667585089198493,-50.90086753116333
355240,3552403.0,SUMARÉ,-22.841845144096123,-47.26299326612005
355250,3552502.0,SUZANO,-23.60836111117772,-46.310456800462084
355255,3552551.0,SUZANÁPOLIS,-20.472839876154264,-51.07560354118723
355260,3552601.0,TABAPUÃ,-20.93178481716805,-49.02899650273587
355270,3552700.0,TABATINGA,-21.712485245008537,-48.62909649221364
355280,3552809.0,TABOÃO DA SERRA,-23.620591365358987,-46.78627768612607
355290,3552908.0,TACIBA,-22.504865635056916,-51.34229813480879
355300,3553005.0,TAGUAÍ,-23.474474746688344,-49.397413165006085
355310,3553104.0,TAIAÇU,-21.132234209243766,-48.530229937709
355320,3553203.0,TAIÚVA,-21.132650723976557,-48.42824703996087
355330,3553302.0,TAMBAÚ,-21.601763176552105,-47.23906042764237
355340,3553401.0,TANABI,-20.531187381931016,-49.646500643879214
355350,3553500.0,TAPIRAÍ,-24.008688193641838,-47.6194498737829
355360,3553609.0,TAPIRATIBA,-21.45076619159879,-46.741813081724985
355365,3553658.0,TAQUARAL,-21.069263087577628,-48.39942640119168
355370,3553708.0,TAQUARITINGA,-21.425548251862974,-48.53790222770733
355380,3553807.0,TAQUARITUBA,-23.53020122974131,-49.23461489373628
355385,3553856.0,TAQUARIVAÍ,-23.943339692878784,-48.68798209749916
355390,3553906.0,TARABAI,-22.35803391082268,-51.625862292116416
355395,3553955.0,TARUMÃ,-22.763508588368673,-50.601451612342615
355400,3554003.0,TATUÍ,-23.362072852104202,-47.86960436816076
355410,3554102.0,TAUBATÉ,-23.087139891330544,-45.502442001734785
355420,3554201.0,TEJUPÁ,-23.34253039209844,-49.30659224471595
355430,3554300.0,TEODORO SAMPAIO,-22.41665516230801,-52.37404393876587
355440,3554409.0,TERRA ROXA,-20.77873054099716,-48.34576933659591
355450,3554508.0,TIETÊ,-23.049520641161664,-47.707627584436324
355460,3554607.0,TIMBURI,-23.195839582006354,-49.610331497162576
355465,3554656.0,TORRE DE PEDRA,-23.25009503157295,-48.21269508191706
355470,3554706.0,TORRINHA,-22.44463030468996,-48.16445119538171
355475,3554755.0,TRABIJU,-22.03232262296615,-48.34525774993087
355480,3554805.0,TREMEMBÉ,-22.94086013632125,-45.60419228658542
355490,3554904.0,TRÊS FRONTEIRAS,-20.27364601627323,-50.86960478271763
355495,3554953.0,TUIUTI,-22.830301783414725,-46.68763651074644
355500,3555000.0,TUPÃ,-21.94729417986575,-50.534689507427736
355510,3555109.0,TUPI PAULISTA,-21.390421214690367,-51.587226628663494
355520,3555208.0,TURIÚBA,-20.940518900534144,-50.11120173505838
355530,3555307.0,TURMALINA,-20.083525022210594,-50.45678399954123
355535,3555356.0,UBARANA,-21.21979983727772,-49.748214101710495
355540,3555406.0,UBATUBA,-23.381254723873052,-45.02422936005914
355550,3555505.0,UBIRAJARA,-22.544285833074454,-49.66593343105327
355560,3555604.0,UCHOA,-20.936989870971736,-49.15777320382337
355570,3555703.0,UNIÃO PAULISTA,-20.890522517729835,-49.8872524720099
355580,3555802.0,URÂNIA,-20.208781222788733,-50.652445383233506
355590,3555901.0,URU,-21.765872961643826,-49.29631917508594
355600,3556008.0,URUPÊS,-21.20520555733108,-49.26519677523182
355610,3556107.0,VALENTIM GENTIL,-20.420576182066252,-50.1017573665461
355620,3556206.0,VALINHOS,-22.975070778585128,-46.98133580344654
355630,3556305.0,VALPARAÍSO,-21.203075353807414,-50.92385218492663
355635,3556354.0,VARGEM,-22.890146624266098,-46.41461720073582
355640,3556404.0,VARGEM GRANDE DO SUL,-21.860689324453578,-46.89894551956858
355645,3556453.0,VARGEM GRANDE PAULISTA,-23.620887414503592,-47.01474250726896
355650,3556503.0,VÁRZEA PAULISTA,-23.219229183404913,-46.82500207888124
355660,3556602.0,VERA CRUZ,-22.23408910600974,-49.826206702831
355670,3556701.0,VINHEDO,-23.04649906458516,-46.979235253705056
355680,3556800.0,VIRADOURO,-20.884322477709322,-48.3098842556075
355690,3556909.0,VISTA ALEGRE DO ALTO,-21.17669181781368,-48.649498777305176
355695,3556958.0,VITÓRIA BRASIL,-20.1982700773567,-50.485418264114955
355700,3557006.0,VOTORANTIM,-23.579818228411714,-47.40668509363695
355710,3557105.0,VOTUPORANGA,-20.457797899042667,-49.9891142743525
355715,3557154.0,ZACARIAS,-21.12543400255694,-50.04937802496498
355720,3557204.0,CHAVANTES,-23.046357558772936,-49.726568559964115
355730,3557303.0,ESTIVA GERBI,-22.236012492207163,-46.94315231505268
